id,slug,naziv,kratki_naziv,vrsta,titular,oib,biskupija,zajednica,religija,konfesija,adresa,mjesto,zupanija,lat,lng,izvor_koordinata,evidencijski_broj,status,duplikat_od,datum_upisa,sluzba,telefon,email,web,google_karta,broj_gradjevina,zupna_crkva,zupna_crkva_slug,izvori
1522,sv-andrije-gradina-4472,ŽUPA SV. ANDRIJE,sv. Andrije,zupa,sv. Andrija,34076944472,Biskupija Porečka i Pulska,,christian,roman_catholic,Gradina,Gradina,Istarska,45.1603358,13.6856563,church,1.1431,AKTIVAN,,2005-03-04,Župnik,,,,https://maps.google.com/?cid=1399299776724459510&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1,crkva svetog Andrije apostola,svetog-andrije-apostola-gradina-w1352422963,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
1778,sv-andrije-rabac-8460,ŽUPA SV. ANDRIJE,sv. Andrije,zupa,sv. Andrija,42838688460,Biskupija Porečka i Pulska,,christian,roman_catholic,Jadranska 4,Rabac,Istarska,45.0738562,14.1624799,church,1.1414,AKTIVAN,,2005-03-03,Župnik,052 872 529,,,https://maps.google.com/?cid=987159551725057983&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1,crkva svetog Andrije apostola,svetog-andrije-apostola-rabac-w232343185,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
301,sv-antuna-rovinjsko-selo-0857,ŽUPA SV. ANTUNA,sv. Antuna,zupa,sv. Antun,76989350857,Biskupija Porečka i Pulska,,christian,roman_catholic,Rovinjsko Selo 24,Rovinjsko Selo,Istarska,45.1081063,13.7164545,church,1.1356,AKTIVAN,,2005-02-28,Župnik,097 601 7035,,,https://maps.google.com/?cid=10349129175550624562&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1,crkva svetog Antuna opata,svetog-antuna-opata-rovinjsko-selo-w150294752,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
310,sv-antuna-pula-6006,ŽUPA SV. ANTUNA,sv. Antuna,zupa,sv. Antun,40895966006,Biskupija Porečka i Pulska,,christian,roman_catholic,Varaždinska 2,Pula,Istarska,44.872118,13.850586999999999,places,1.1369,AKTIVAN,,2005-02-28,Župnik,,,https://svetiantunpula.org/,https://maps.google.com/?cid=15754084823302576014&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,0,,,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
631,sv-antuna-krsan-6761,ŽUPA SV. ANTUNA,sv. Antuna,zupa,sv. Antun,11118466761,Biskupija Porečka i Pulska,,christian,roman_catholic,Kršan 14,Kršan,Istarska,45.1710089,14.1367579,church,1.1577,AKTIVAN,,2005-04-06,Župnik,,,,https://maps.google.com/?cid=14154760970154220526&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1,crkva svetog Antuna opata,svetog-antuna-opata-krsan-w1352439079,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
1779,sv-barbare-rasa-8338,ŽUPA SV. BARBARE,sv. Barbare,zupa,sv. Barbara,16623588338,Biskupija Porečka i Pulska,,christian,roman_catholic,Istarska 27,Raša,Istarska,45.0812178,14.0843466,places,1.1415,AKTIVAN,,2005-03-03,Župnik,091 563 6930,,,https://maps.google.com/?cid=253377418972756705&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,0,,,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
288,sv-bartola-tupljak-0429,ŽUPA SV. BARTOLA,sv. Bartola,zupa,sv. Bartol,73674060429,Biskupija Porečka i Pulska,,christian,roman_catholic,Tupljak bb,Tupljak,Istarska,45.205844299999995,14.0901757,places,1.1406,AKTIVAN,,2005-03-02,Župnik,,,,https://maps.google.com/?cid=15337438434484754948&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,0,,,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
550,sv-bartola-roc-4929,ŽUPA SV. BARTOLA,sv. Bartola,zupa,sv. Bartol,76510534929,Biskupija Porečka i Pulska,,christian,roman_catholic,Roč 27,Roč,Istarska,45.392885299999996,14.046929800000001,places,1.1450,AKTIVAN,,2005-03-08,Župnik,,,,https://maps.google.com/?cid=15525603396026778688&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,0,,,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
291,sv-bernarda-funtana-5784,ŽUPA SV. BERNARDA,sv. Bernarda,zupa,sv. Bernarda,84104605784,Biskupija Porečka i Pulska,,christian,roman_catholic,A. Gašparini 27,Funtana,Istarska,45.1733867,13.6043021,church,1.1409,AKTIVAN,,2005-03-02,Župnik,,,http://www.zupafuntana.com/,https://maps.google.com/?cid=2580346179003292957&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4,ckva svetog Bernarda prezbitera,ckva-svetog-bernarda-prezbitera-funtana-w126129340,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
560,sv-blaza-vodnjan-7742,ŽUPA SV. BLAŽA,sv. Blaža,zupa,sv. Blaž,25143067742,Biskupija Porečka i Pulska,,christian,roman_catholic,Svetoga Roka 4,Vodnjan,Istarska,44.9607214,13.8477723,church,1.1473,AKTIVAN,,2005-03-10,Župnik,097 661 7522,,http://zupavodnjan.com/,https://maps.google.com/?cid=882428595623884188&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,23,crkva svetog Blaža,svetog-blaza-vodnjan-w98171735,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
302,sv-eufemije-rovinj-rovigno-5557,ŽUPA SV. EUFEMIJE,sv. Eufemije,zupa,sv. Eufemije,45719775557,Biskupija Porečka i Pulska,,christian,roman_catholic,Garibaldijeva 1,Rovinj - Rovigno,Istarska,45.083209,13.6310781,places,1.1358,AKTIVAN,,2005-02-28,Župnik,052 815 615,,,https://maps.google.com/?cid=434278545360323946&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,0,,,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
304,sv-feliksa-i-fortunata-sisan-7712,ŽUPA SV. FELIKSA I FORTUNATA,sv. Feliksa i Fortunata,zupa,sv. Feliksa I Fortunata,62936327712,Biskupija Porečka i Pulska,,christian,roman_catholic,Centar 3,Šišan,Istarska,44.8528128,13.9417551,church,1.1362,AKTIVAN,,2005-02-28,Župnik,,,https://hrvatskekarta.com/crkva/istarska/chiesa-di-ss-felice-e-fortunato/,https://maps.google.com/?cid=5472594025818262143&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1,crkva svetih Feliksa i Fortunata mučenika,svetih-feliksa-i-fortunata-mucenika-sisan-w619873009,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
1001,sv-filipa-i-jakova-filipana-0376,ŽUPA SV. FILIPA I JAKOVA,sv. Filipa i Jakova,zupa,sv. Filip I Jakova,60967190376,Biskupija Porečka i Pulska,,christian,roman_catholic,Filipana,Filipana,Istarska,44.998834,13.9534131,church,1.1463,AKTIVAN,,2005-03-09,Župnik,,,,https://maps.google.com/?cid=8050298326705651723&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1,crkva svetih Filipa i Jakova,svetih-filipa-i-jakova-filipana-w251158761,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
545,sv-flora-loborika-5054,ŽUPA SV. FLORA,sv. Flora,zupa,sv. Flora,07811785054,Biskupija Porečka i Pulska,,christian,roman_catholic,Loborika 14,Loborika,Istarska,44.9164169,13.9055799,church,1.1445,AKTIVAN,,2005-03-08,Župnik,,,http://www.biskupija-porecko-pulska.hr/index.php?option=com_content&view=article&id=544:loborika-proslava-sv-flora,https://maps.google.com/?cid=17674930343234323912&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1,crkva svetog Flora biskupa,svetog-flora-biskupa-loborika-w209565144,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
457,sv-franje-asiskog-jursici-0630,ŽUPA SV. FRANJE ASIŠKOG,sv. Franje Asiškog,zupa,sv. Franjo Asiški,32303690630,Biskupija Porečka i Pulska,,christian,roman_catholic,Juršići 7,Juršići,Istarska,45.0208822,13.8754246,church,1.1494,AKTIVAN,,2005-03-15,Župnik,,,,https://maps.google.com/?cid=12407106362130622917&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1,crkva svetog Franje Asiškog,svetog-franje-asiskog-jursici-w191057131,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
312,sv-hadrijana-kozljak-3768,ŽUPA SV. HADRIJANA,sv. Hadrijana,zupa,sv. Hadrijana,61730433768,Biskupija Porečka i Pulska,,christian,roman_catholic,Kožljak,Kožljak,Istarska,45.1818184,14.1810511,church,1.1376,AKTIVAN,,2005-03-01,Župnik,,,,https://maps.google.com/?cid=8639888742148076852&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1,crkva svetog Hadrijana mučenika,svetog-hadrijana-mucenika-kozljak-w1352436436,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
303,sv-ivana-valtura-4822,ŽUPA SV. IVANA,sv. Ivana,zupa,sv. Ivan,15720864822,Biskupija Porečka i Pulska,,christian,roman_catholic,Valtura 54,Valtura,Istarska,44.9060904,13.9581325,church,1.1359,AKTIVAN,,2005-02-28,Župnik,,,,https://maps.google.com/?cid=12040083138392029581&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,6,crkva svetog Ivana apostola,svetog-ivana-apostola-valtura-w174962430,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
1002,sv-ivana-savudrija-salvore-5006,ŽUPA SV. IVANA,sv. Ivana,zupa,sv. Ivan,85830055006,Biskupija Porečka i Pulska,,christian,roman_catholic,Savudrija 11,Savudrija - Salvore,Istarska,45.5008207,13.5054415,church,1.1476,AKTIVAN,,2005-03-11,Župnik,098 130 1793,,,https://maps.google.com/?cid=9054582908958128772&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1,crkva svetog Ivana apostola,svetog-ivana-apostola-savudrija-w259521784,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
1523,sv-ivana-i-pavla-sveti-petar-u-sumi-8589,ŽUPA SV. IVANA I PAVLA,sv. Ivana i Pavla,zupa,sv. Ivan I Pavla,54694448589,Biskupija Porečka i Pulska,,christian,roman_catholic,Sveti Petar u Šumi 1,Sveti Petar U Šumi,Istarska,45.181638199999995,13.8630687,places,1.1432,AKTIVAN,,2005-03-04,Župnik,099 311 2027,,https://www.svetipetarusumi.hr/,https://maps.google.com/?cid=4545880312224736366&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,0,,,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
1784,sv-ivana-i-pavla-zbandaj-8604,ŽUPA SV. IVANA I PAVLA,sv. Ivana i Pavla,zupa,sv. Ivan I Pavla,34605078604,Biskupija Porečka i Pulska,,christian,roman_catholic,Žbandaj 24,Žbandaj,Istarska,45.2092401,13.6838182,church,1.1441,AKTIVAN,,2005-03-08,Župnik,,,,https://maps.google.com/?cid=13867877353120764857&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1,crkva svetih Ivana i Pavla mučenika,svetih-ivana-i-pavla-mucenika-zbandaj-w1353373109,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
1785,sv-ivana-i-pavla-sumber-9796,ŽUPA SV. IVANA I PAVLA,sv. Ivana i Pavla,zupa,sv. Ivan I Pavla,30625549796,Biskupija Porečka i Pulska,,christian,roman_catholic,Šumber 100,Šumber,Istarska,45.1727689,14.0711345,church,1.1527,AKTIVAN,,2005-03-18,Župnik,,,,https://maps.google.com/?cid=1807508029382559814&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1,crkva svetih Ivana i Pavla mučenika,svetih-ivana-i-pavla-mucenika-sumber-w533450737,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
115,sv-ivana-krstitelja-rasa-702397,ŽUPA SV. IVANA KRSTITELJA,sv. Ivana Krstitelja,zupa,sv. Ivan Krstitelj,,Biskupija Porečka i Pulska,,christian,roman_catholic,Sveti Ivanac 2,Raša,Istarska,44.9718393,14.1332036,church,1.1542,AKTIVAN,,2005-03-24,Župnik,091 563 6930,,,https://maps.google.com/?cid=253377418972756705&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1,Sv. Ivan Krstitelj,sv-ivan-krstitelj-koromacno-w269308969,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
215,sv-ivana-krstitelja-labinci-7593,ŽUPA SV. IVANA KRSTITELJA,sv. Ivana Krstitelja,zupa,sv. Ivan Krstitelj,25534917593,Biskupija Porečka i Pulska,,christian,roman_catholic,Labinci,Labinci,Istarska,45.2964352,13.6898927,church,1.1574,AKTIVAN,,2005-04-06,Župnik,,,,https://maps.google.com/?cid=9821277354826396784&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4,crkva svetog Ivana Krstitelja,svetog-ivana-krstitelja-labinci-w193041321,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
306,sv-ivana-krstitelja-pula-4766,ŽUPA SV. IVANA KRSTITELJA,sv. Ivana Krstitelja,zupa,sv. Ivan Krstitelj,32667724766,Biskupija Porečka i Pulska,,christian,roman_catholic,Medulinska 4,Pula,Istarska,44.8611285,13.8670303,places,1.1365,AKTIVAN,,2005-02-28,Župnik,052 506 823,,http://www.ofmconv.hr/pula-sv-ivan/,https://maps.google.com/?cid=9212670033131206872&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,0,,,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
470,sv-ivana-krstitelja-kaldir-0261,ŽUPA SV. IVANA KRSTITELJA,sv. Ivana Krstitelja,zupa,sv. Ivan Krstitelj,61114420261,Biskupija Porečka i Pulska,,christian,roman_catholic,Kaldir 1,Kaldir,Istarska,45.3148443,13.8500486,church,1.1508,AKTIVAN,,2005-03-17,Župnik,,,,https://maps.google.com/?cid=6853067022494133081&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1,crkva svetog Ivana Krstitelja,svetog-ivana-krstitelja-kaldir-w483926083,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
533,sv-ivana-krstitelja-dajla-daila-4625,ŽUPA SV. IVANA KRSTITELJA,sv. Ivana Krstitelja,zupa,sv. Ivan Krstitelj,70531944625,Biskupija Porečka i Pulska,,christian,roman_catholic,Dajla 12,Dajla - Daila,Istarska,45.3512821,13.5428244,church,1.1341,AKTIVAN,,2005-02-25,Biskup,,,,https://maps.google.com/?cid=14430500931071273782&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,6,crkva svetog Ivana Krstitelja,svetog-ivana-krstitelja-dajla-w507736522,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
640,sv-ivana-krstitelja-krsan-3350,ŽUPA SV. IVANA KRSTITELJA,sv. Ivana Krstitelja,zupa,sv. Ivan Krstitelj,01748603350,Biskupija Porečka i Pulska,,christian,roman_catholic,Sušnjevica,Kršan,Istarska,45.249868400000004,14.1415373,places,1.1799,AKTIVAN,,2005-10-13,Župnik,,,,https://maps.google.com/?cid=13514832200007801462&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,0,,,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
1263,sv-ivana-krstitelja-majkusi-0038,ŽUPA SV. IVANA KRSTITELJA,sv. Ivana Krstitelja,zupa,sv. Ivan Krstitelj,99212070038,Biskupija Porečka i Pulska,,christian,roman_catholic,Majkusi 1,Majkusi,Istarska,45.23763668035277,13.77386163818169,naselje-centroid,1.1571,AKTIVAN,,2005-04-05,Župnik,,,,https://maps.google.com/?cid=10843137725794283807&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,0,,,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
1762,sv-ivana-krstitelja-krbune-4073,ŽUPA SV. IVANA KRSTITELJA,sv. Ivana Krstitelja,zupa,sv. Ivan Krstitelj,86412434073,Biskupija Porečka i Pulska,,christian,roman_catholic,Krbune,Krbune,Istarska,45.2303507,14.0721749,church,1.1388,AKTIVAN,,2005-03-01,Župnik,,,,https://maps.google.com/?cid=5560448514322325390&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1,crkva svetog Ivana Krstitelja,svetog-ivana-krstitelja-krbune-w533455896,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
289,sv-jakova-bacva-5637,ŽUPA SV. JAKOVA,sv. Jakova,zupa,sv. Jakov,34264475637,Biskupija Porečka i Pulska,,christian,roman_catholic,Bačva 1,Bačva,Istarska,45.2516155,13.715482,church,1.1407,AKTIVAN,,2005-03-02,Župnik,,,,https://maps.google.com/?cid=17387532093409990104&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1,Crkva Svetog Jakova apostola,svetog-jakova-apostola-visnjan-w193033526,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
563,sv-jakova-brdo-berda-1930,ŽUPA SV. JAKOVA,sv. Jakova,zupa,sv. Jakov,36470511930,Biskupija Porečka i Pulska,,christian,roman_catholic,Brdo 14,Brdo - Berda,Istarska,45.4484082,13.7590295,church,1.1530,AKTIVAN,,2005-03-21,Župnik,,,,https://maps.google.com/?cid=4287907251372811871&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1,crkva svetog Jakova apostola,svetog-jakova-apostola-brdo-berda-w697430291,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
461,sv-jeronima-hum-1097,ŽUPA SV. JERONIMA,sv. Jeronima,zupa,sv. Jeronim,50514511097,Biskupija Porečka i Pulska,,christian,roman_catholic,Hum 11,Hum,Istarska,45.3491803,14.0488304,church,1.1498,AKTIVAN,,2005-03-15,Župnik,,,https://www.istra.hr/,https://maps.google.com/?cid=10185440160307560220&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1,Crkva sv. Jeronima,sv-jeronima-hum-w377822058,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
547,sv-jeronima-muntic-1315,ŽUPA SV. JERONIMA,sv. Jeronima,zupa,sv. Jeronim,66072241315,Biskupija Porečka i Pulska,,christian,roman_catholic,Muntić,Muntić,Istarska,44.9246233,13.9453934,church,1.1447,AKTIVAN,,2005-03-08,Župnik,,,,https://maps.google.com/?cid=8335057325790855691&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1,crkva svetog Jeronima crkvenog naučitelja,svetog-jeronima-crkvenog-naucitelja-muntic-w1352733696,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
561,sv-jeronima-vizinada-7626,ŽUPA SV. JERONIMA,sv. Jeronima,zupa,sv. Jeronim,80465597626,Biskupija Porečka i Pulska,,christian,roman_catholic,Breza 38,Vižinada,Istarska,45.3309511,13.7616141,church,1.1519,AKTIVAN,,2005-03-18,Župnik,,,,https://maps.google.com/?cid=9682708117638746170&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,crkva svetog Jeronima crkvenog naučitelja,svetog-jeronima-crkvenog-naucitelja-vizinada-w210260535,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
311,sv-josipa-pula-3505,ŽUPA SV. JOSIPA,sv. Josipa,zupa,sv. Josip,44055513505,Biskupija Porečka i Pulska,,christian,roman_catholic,Dinka Vitezića 32,Pula,Istarska,44.8613957,13.8472975,church,1.1370,AKTIVAN,,2005-02-28,Župnik,,,,https://maps.google.com/?cid=15554273508886877670&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1,crkva svetog Josipa,svetog-josipa-pula-w163056837,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
458,sv-jurja-zrenj-stridone-3674,ŽUPA SV. JURJA,sv. Jurja,zupa,sv. Juraj,15516453674,Biskupija Porečka i Pulska,,christian,roman_catholic,Zrenj 1,Zrenj - Stridone,Istarska,45.4032182,13.8724728,church,1.1495,AKTIVAN,,2005-03-15,Župnik,,,,https://maps.google.com/?cid=8835087236940733712&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1,crkva svetog Jurja mučenika,svetog-jurja-mucenika-zrenj-stridone-w329024261,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
459,sv-jurja-oprtalj-portole-2127,ŽUPA SV. JURJA,sv. Jurja,zupa,sv. Juraj,78755942127,Biskupija Porečka i Pulska,,christian,roman_catholic,Oprtalj b.b.,Oprtalj - Portole,Istarska,45.38155150000001,13.824599800000001,places,1.1496,AKTIVAN,,2005-03-15,Župnik,,,http://www.oprtalj.hr/index.php/mjesta-oprtalj/povijest-sakralno-blago,https://maps.google.com/?cid=13056590122134403559&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,15,,,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
462,sv-jurja-grimalda-8704,ŽUPA SV. JURJA,sv. Jurja,zupa,sv. Juraj,14230968704,Biskupija Porečka i Pulska,,christian,roman_catholic,Grimalda 1,Grimalda,Istarska,45.3156039,13.9805991,church,1.1499,AKTIVAN,,2005-03-15,Župnik,,,,https://maps.google.com/?cid=2147747659204878766&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1,crkva svetog Jurja mučenika,svetog-jurja-mucenika-grimalda-w1352423339,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
468,sv-jurja-boljun-7647,ŽUPA SV. JURJA,sv. Jurja,zupa,sv. Juraj,25548327647,Biskupija Porečka i Pulska,,christian,roman_catholic,Boljun 1,Boljun,Istarska,45.3028946,14.1213776,church,1.1506,AKTIVAN,,2005-03-17,Župnik,,,,https://maps.google.com/?cid=16600205191159450789&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1,crkva svetog Jurja mučenika,svetog-jurja-mucenika-boljun-w336282402,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
552,sv-jurja-sovinjak-7666,ŽUPA SV. JURJA,sv. Jurja,zupa,sv. Juraj,08634887666,Biskupija Porečka i Pulska,,christian,roman_catholic,Sovinjak 9,Sovinjak,Istarska,45.3784946,13.9215352,church,1.1452,AKTIVAN,,2005-03-08,Župnik,,,,https://maps.google.com/?cid=6558507691334853233&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1,crkva svetog Jurja mučenika,svetog-jurja-mucenika-sovinjak-w391001412,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
555,sv-jurja-brdo-berda-8655,ŽUPA SV. JURJA,sv. Jurja,zupa,sv. Juraj,87647368655,Biskupija Porečka i Pulska,,christian,roman_catholic,Brdo,Brdo - Berda,Istarska,45.38155150000001,13.824599800000001,places,1.1455,AKTIVAN,,2005-03-08,Župnik,,,http://www.oprtalj.hr/index.php/mjesta-oprtalj/povijest-sakralno-blago,https://maps.google.com/?cid=13056590122134403559&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,0,,,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
1252,sv-jurja-triban-tribano-8715,ŽUPA SV. JURJA,sv. Jurja,zupa,sv. Juraj,79810548715,Biskupija Porečka i Pulska,,christian,roman_catholic,Triban 3A,Triban - Tribano,Istarska,45.4026324,13.6899052,church,1.1488,AKTIVAN,,2005-03-11,Župnik,,,,https://maps.google.com/?cid=17490915555910025892&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1,crkva svetog Jurja mučenika,svetog-jurja-mucenika-triban-tribano-w254334406,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
1777,sv-jurja-plomin-0680,ŽUPA SV. JURJA,sv. Jurja,zupa,sv. Juraj,71952490680,Biskupija Porečka i Pulska,,christian,roman_catholic,Plomin 24,Plomin,Istarska,45.1378459,14.1787804,church,1.1413,AKTIVAN,,2005-03-03,Župnik,,,,https://maps.google.com/?cid=16294857747220581918&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1,crkva svetog Jurja mučenika,svetog-jurja-mucenika-plomin-w244318615,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
1781,sv-jurja-pazin-4528,ŽUPA SV. JURJA,sv. Jurja,zupa,sv. Juraj,93505254528,Biskupija Porečka i Pulska,,christian,roman_catholic,Stari Pazin 9,Pazin,Istarska,45.2381236,13.9221228,church,1.1419,AKTIVAN,,2005-03-03,Župnik,,,https://zupa-stari-pazin.com/,https://maps.google.com/?cid=11822919939746102421&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1,crkva svetog Jurja mučenika,svetog-jurja-mucenika-pazin-w328045674,"[""datagovhr:katolicke-pravne-osobe"", ""places""]"
